score,rewards,episode_time,episode_length
0,0.0,0.01859399996465072,20
0,0.0,0.02670749998651445,20
0,0.0,0.024454400001559407,20
0,0.0,0.027513700013514608,20
0,0.0,0.022756899998057634,20
0,0.0,0.0685564000159502,20
0,0.0,0.02203749999171123,20
0,0.0,0.024585500010289252,20
0,0.0,0.018417300016153604,20
0,0.0,0.024700200010556728,20
0,0.0,0.01711849996354431,20
0,0.0,0.024841299979016185,20
0,0.0,0.023655000026337802,20
0,0.0,0.015506599971558899,20
0,0.0,0.015917399956379086,20
0,0.0,0.02054519997909665,20
0,0.0,0.015467400022316724,20
0,0.0,0.03320150001673028,20
0,0.0,0.021359900012612343,20
0,0.0,0.021300600026734173,20
0,0.0,0.02487439999822527,20
0,0.0,0.019041199993807822,20
0,0.0,0.046219500014558434,20
0,0.0,0.019830500008538365,20
0,0.0,0.0173631000216119,20
0,0.0,0.017775500018615276,20
0,0.0,0.01758380001410842,20
0,0.0,0.017304300039540976,20
0,0.0,0.01999249996151775,20
0,0.0,0.025315499980933964,20
0,0.0,0.016601699986495078,20
0,-2.0,0.019860500004142523,20
0,0.0,0.02030230005038902,20
0,0.0,0.01889060001121834,20
0,0.0,0.01707549998536706,20
0,0.0,0.030371100001502782,20
0,0.0,0.02470010000979528,20
0,0.0,0.026783199980854988,20
0,0.0,0.021896400023251772,20
0,0.0,0.019136399962008,20
0,0.0,0.02331319998484105,20
0,0.0,0.026830100046936423,20
0,0.0,0.02301070000976324,20
0,0.0,0.022758200007956475,20
0,0.0,0.02033520000986755,20
0,-2.0,0.017944500024896115,20
0,0.0,0.022843000013381243,20
0,-3.0,0.017601100029423833,20
0,0.0,0.02755040000192821,20
0,0.0,0.017885400040540844,20
0,0.0,0.2578252999810502,10
0,0.0,0.03783529996871948,18
0,0.0,0.040328500035684556,20
0,0.0,0.015313300013076514,20
0,0.0,0.015507900039665401,20
0,0.0,0.017395200033206493,20
0,0.0,0.020485499990172684,20
0,0.0,0.03695320000406355,20
0,0.0,0.01941909996094182,20
0,0.0,0.016462600033264607,20
0,0.0,0.020023000019136816,20
0,0.0,0.018082300026435405,9
0,0.0,0.031736599979922175,20
0,0.0,0.023885199974756688,20
0,0.0,0.01977790001546964,20
0,0.0,0.022234100033529103,20
0,0.0,0.03018639999208972,20
0,0.0,0.029751699999906123,20
0,0.0,0.01695969997672364,20
0,0.0,0.02606299996841699,20
0,0.0,0.018570899963378906,20
0,0.0,0.019881099986378103,20
0,0.0,0.01978999999118969,20
0,0.0,0.03396129998145625,20
0,0.0,0.015570999996270984,20
0,0.0,0.026287300046533346,20
0,0.0,0.02489980001701042,20
0,0.0,0.018959300010465086,20
0,0.0,0.021845899987965822,20
0,0.0,0.034303000022191554,20
0,0.0,0.018338099995162338,20
0,0.0,0.020241299993358552,20
0,0.0,0.022330500010866672,20
0,0.0,0.02284950000466779,20
0,0.0,0.021917100006248802,20
0,0.0,0.026370099978521466,20
0,0.0,0.0197825999930501,20
0,0.0,0.020351700019091368,20
0,0.0,0.01746679999632761,9
0,0.0,0.01937629998428747,20
0,0.0,0.015360799967311323,14
0,0.0,0.027625599992461503,20
0,0.0,0.015970600012224168,20
0,0.0,0.02077929995721206,20
0,0.0,0.01846829999703914,20
0,0.0,0.02320039999904111,20
0,0.0,0.02468370000133291,20
0,0.0,0.01804900000570342,20
0,0.0,0.02568520000204444,20
0,0.0,0.023667600005865097,20
0,0.0,0.016536700015421957,20
0,0.0,0.02024300000630319,20
0,0.0,0.02165940002305433,20
0,0.0,0.024534700030926615,20
0,0.0,0.026333000045269728,20
0,0.0,0.022414599952753633,20
0,0.0,0.030420100025366992,20
0,0.0,0.02323569997679442,20
0,0.0,0.022089799982495606,20
0,0.0,0.028075500042177737,20
0,0.0,0.020657500019297004,20
0,0.0,0.018718200037255883,20
0,0.0,0.027029699995182455,20
0,0.0,0.04192020004848018,20
0,0.0,0.017686699982732534,20
0,0.0,0.02716980001423508,20
0,0.0,0.0320128999883309,20
0,0.0,0.027051499986555427,20
0,0.0,0.019175199966412038,20
0,0.0,0.023263600014615804,20
0,0.0,0.027965800021775067,20
0,0.0,0.02364200004376471,20
0,0.0,0.02631939999992028,20
0,0.0,0.023229399987030774,20
