score,rewards,episode_time,episode_length
0,0.0,0.015058399992994964,20
0,0.0,0.020656200009398162,20
0,-2.0,0.021997000032570213,20
0,0.0,0.015803799964487553,20
0,0.0,0.01753650000318885,20
0,0.0,0.043937899987213314,20
0,0.0,0.013534999976400286,20
0,0.0,0.015113300003577024,20
0,0.0,0.016226099978666753,20
0,0.0,0.014939900022000074,20
0,0.0,0.019388700020499527,20
0,0.0,0.01758669997798279,20
0,0.0,0.023568300006445497,20
0,0.0,0.0160277999821119,20
0,0.0,0.01871410000603646,20
0,0.0,0.01393449999159202,20
0,0.0,0.014832200016826391,20
0,0.0,0.0168610000400804,20
0,0.0,0.014259800023864955,20
0,0.0,0.01640560000669211,20
0,0.0,0.01434929994866252,20
0,0.0,0.01399830001173541,20
0,0.0,0.014633299957495183,20
0,0.0,0.02275429997825995,20
0,0.0,0.01359069999307394,20
0,0.0,0.01869490003446117,20
0,0.0,0.020291200024075806,20
0,0.0,0.013996099994983524,20
0,0.0,0.01505899999756366,20
0,0.0,0.01586510002380237,20
0,0.0,0.014124599983915687,20
0,0.0,0.017059999983757734,20
0,0.0,0.016412700002547354,20
0,0.0,0.04773260001093149,14
0,0.0,0.01731700001982972,13
0,0.0,0.0162828000029549,20
0,0.0,0.01685479999287054,20
0,0.0,0.01312560000224039,20
0,0.0,0.01464259997010231,20
0,0.0,0.017200600006617606,20
0,0.0,0.016618500056210905,20
0,0.0,0.016680600005201995,20
0,0.0,0.023605800000950694,20
0,0.0,0.013918599986936897,20
0,0.0,0.014992800017353147,12
0,0.0,0.015822699991986156,20
0,0.0,0.02430849999655038,20
0,0.0,0.016179699974600226,20
0,0.0,0.013785899966023862,20
0,0.0,0.018046899989712983,20
0,0.0,0.01415970001835376,20
0,0.0,0.015929799992591143,20
0,0.0,0.018253799993544817,20
0,0.0,0.01527229999192059,20
0,-2.0,0.013043499959167093,20
0,-3.0,0.014637299987953156,20
0,0.0,0.01353589998325333,20
0,0.0,0.014853700005915016,20
0,0.0,0.01645019999705255,20
0,0.0,0.013541600026655942,20
0,0.0,0.021746099984738976,20
0,0.0,0.019109999993816018,20
0,0.0,0.016270400024950504,20
0,0.0,0.016282600001432,20
0,0.0,0.015138400020077825,20
0,0.0,0.016997299971990287,20
0,0.0,0.013083900033961982,20
0,0.0,0.01375540002482012,20
0,0.0,0.015150299994274974,20
0,0.0,0.014505300030577928,20
0,0.0,0.01842229999601841,20
0,0.0,0.015765399963129312,20
0,0.0,0.02285539999138564,20
0,0.0,0.023748300038278103,20
0,0.0,0.031140599981881678,20
0,0.0,0.022224700020160526,11
0,0.0,0.01638680003816262,20
0,0.0,0.013966099999379367,20
0,0.0,0.013530800002627075,20
0,0.0,0.01768429996445775,20
0,0.0,0.013492600002791733,20
0,0.0,0.018125400005374104,20
0,0.0,0.016939900000579655,20
0,0.0,0.01587850000942126,20
0,0.0,0.017290799994952977,20
0,0.0,0.01689650001935661,20
0,0.0,0.035337100038304925,20
0,0.0,0.014794100017752498,20
0,0.0,0.01171809999505058,15
0,0.0,0.014432099997065961,3
0,0.0,0.019111500005237758,20
0,0.0,0.014916700019966811,20
0,-2.0,0.015881799976341426,20
0,0.0,0.019039499980863184,20
0,0.0,0.01553599996259436,20
0,0.0,0.014967299997806549,20
0,0.0,0.016383000009227544,20
0,0.0,0.022350399987772107,20
0,0.0,0.014335000014398247,20
0,0.0,0.018764900043606758,20
0,0.0,0.01740150002297014,20
0,0.0,0.026884799997787923,20
0,0.0,0.025238600035663694,20
0,0.0,0.016590100014582276,20
0,0.0,0.014059799956157804,20
0,0.0,0.021030700008850545,20
0,0.0,0.013591499999165535,20
0,0.0,0.023949199996422976,20
0,0.0,0.01475069997832179,20
0,0.0,0.013900899968575686,20
0,0.0,0.013487800024449825,4
0,0.0,0.014191000023856759,20
0,0.0,0.0225190999917686,20
0,0.0,0.014877000008709729,20
0,0.0,0.015764000010676682,20
0,0.0,0.023556899977847934,20
0,0.0,0.015456900000572205,20
0,0.0,0.013429700047709048,20
0,0.0,0.01810939999995753,20
0,0.0,0.02856220002286136,20
0,0.0,0.014479400007985532,20
0,0.0,0.015132900036405772,20
0,0.0,0.015178499976173043,20
0,0.0,0.02154240000527352,20
0,0.0,0.013892300019506365,20
0,0.0,0.014197900018189102,20
0,0.0,0.016769700043369085,20
0,0.0,0.020304000005126,20
0,0.0,0.014223300036974251,20
