lines,score,rewards,block_placed,episode_time,episode_length
0,0,-20.0,19,14.817129800037947,350
0,0,-20.0,18,14.670222999993712,338
0,0,-19.0,23,17.730267799983267,409
0,0,-20.0,14,9.081245700013824,249
0,0,-19.0,14,9.236718600033782,254
0,0,-20.0,19,13.206137800007127,343
0,0,-20.0,15,9.852416200039443,264
0,0,-20.0,20,12.84985349996714,381
0,0,-20.0,19,13.338338500005193,349
0,0,-20.0,14,9.066972900007386,247
0,0,-20.0,17,9.644609900016803,294
0,0,-20.0,16,10.257956599991303,278
0,0,-20.0,20,14.333036399970297,361
0,0,-20.0,20,14.497959500004072,369
0,0,-20.0,18,11.601571200008038,345
0,0,-20.0,16,10.834794299968053,287
0,0,-20.0,17,11.92748610000126,318
0,0,-20.0,16,10.878665000025649,289
0,0,-20.0,17,9.90198500000406,307
0,0,-20.0,18,12.439501699991524,325
0,0,-20.0,21,13.933992000005674,364
0,0,-20.0,19,12.0648319000029,354
0,0,-20.0,22,15.569063700037077,394
0,0,-20.0,17,11.905753500002902,311
0,0,-20.0,16,10.050416100013535,259
0,0,-19.0,17,10.393745300010778,318
0,0,-20.0,15,10.222876100044232,273
0,0,-19.0,13,9.22575159999542,249
0,0,-20.0,16,10.676873999997042,281
0,0,-19.0,16,9.411304800014477,286
0,0,-20.0,14,8.525744100043084,232
0,0,-20.0,17,11.506122299993876,305
0,0,-19.0,15,10.136674400011543,269
0,0,-19.0,11,5.80407459998969,178
0,0,-20.0,14,10.055405899998732,249
0,0,-19.0,16,12.392264500027522,294
0,0,-19.0,16,11.12915349996183,315
0,0,-20.0,21,16.04232329997467,385
0,0,-20.0,15,8.265728599973954,251
0,0,-20.0,15,10.985786800039932,266
0,0,-19.0,17,12.549595199991018,312
0,0,-19.0,16,11.012882500013802,274
0,0,-19.0,14,8.534798700013198,253
0,0,-19.0,12,7.9140310999937356,213
0,0,-20.0,20,14.29156729998067,372
0,0,-20.0,19,14.690750300011132,363
0,0,-20.0,21,13.468993099988438,384
0,0,-20.0,16,11.666562800004613,290
0,0,-20.0,12,8.182295000005979,208
0,0,-20.0,14,7.9034887999878265,249
0,0,-20.0,16,10.498548500007018,285
0,0,-20.0,18,12.208873600000516,324
0,0,-20.0,14,9.772101200011093,256
0,0,-20.0,17,9.627398899989203,285
0,0,-19.0,16,10.730517700023483,284
0,0,-20.0,15,10.064434200001415,271
0,0,-20.0,19,13.711378300038632,355
0,0,-20.0,15,8.526346200029366,256
0,0,-20.0,13,8.466229500016198,231
0,0,-20.0,12,7.325618500006385,215
0,0,-19.0,14,9.863130300014745,266
0,0,-20.0,18,11.143119900021702,333
0,0,-19.0,13,8.36543880001409,229
0,0,-19.0,19,12.878114800027106,340
0,0,-20.0,18,12.986065300006885,324
0,0,-20.0,18,11.413732799992431,331
0,0,-19.0,15,9.88735999999335,252
0,0,-20.0,12,8.133100800041575,209
0,0,-20.0,15,10.633678700018208,282
0,0,-20.0,20,12.245813699963037,362
0,0,-20.0,13,8.816115800000262,231
0,0,-19.0,19,14.53017220000038,350
0,0,-19.0,13,7.336595100001432,218
0,0,-20.0,15,11.062451199977659,264
0,0,-20.0,16,11.621537300001364,291
0,0,-19.0,18,11.883834400039632,344
0,0,-20.0,19,14.518052599974908,362
0,0,-20.0,18,13.128546699997969,323
0,0,-19.0,14,10.20501289999811,257
0,0,-19.0,16,9.171759899996687,279
0,0,-20.0,15,10.401001300022472,263
0,0,-19.0,16,11.113582400023006,294
0,0,-20.0,20,13.773687500040978,354
0,0,-20.0,19,11.582643700006884,340
0,0,-20.0,12,6.904871699982323,193
0,0,-20.0,15,9.737433600006625,254
0,0,-20.0,14,9.374297000002116,244
0,0,-20.0,17,10.191818500054069,304
0,0,-19.0,16,11.969488200033084,302
0,0,-20.0,18,12.264008400030434,317
0,0,-20.0,17,12.6074937999947,306
0,0,-20.0,15,9.189722899987828,266
0,0,-19.0,17,12.218761199968867,307
0,0,-20.0,19,13.164831100031734,324
0,0,-20.0,18,10.623990399995819,306
0,0,-20.0,26,19.966044900007546,471
0,0,-19.0,13,9.121542300039437,233
0,0,-19.0,16,10.092877999995835,295
0,0,-20.0,19,13.832936900027562,339
0,0,-20.0,17,11.522671999991871,293
0,0,-20.0,15,9.127307399990968,271
0,0,-20.0,13,8.849946999980602,231
0,0,-19.0,16,12.46570260002045,314
0,0,-20.0,15,8.710276899975725,253
0,0,-20.0,13,8.931214399985038,236
0,0,-20.0,16,11.266760399972554,282
0,0,-20.0,22,16.901812600030098,413
0,0,-20.0,13,7.875200099952053,230
0,0,-19.0,17,12.438850499980617,306
0,0,-20.0,14,8.330921199987642,244
0,0,-20.0,18,13.539897200011183,321
0,0,-20.0,20,15.07575719995657,363
0,0,-20.0,16,11.098140200017951,278
0,0,-20.0,12,8.373814199992921,207
0,0,-20.0,15,9.561495999980252,278
0,0,-19.0,18,10.9158044999931,311
0,0,-20.0,19,14.641962699999567,356
0,0,-20.0,18,12.70214330003364,312
0,0,-20.0,18,12.77135440002894,314
0,0,-19.0,14,9.657754499989096,246
0,0,-20.0,17,10.784699800016824,310
0,0,-20.0,16,10.564422399969772,274
0,0,-19.0,18,12.171895099978428,315
0,0,-20.0,16,10.67176960001234,306
0,0,-20.0,16,12.082223100005649,298
0,0,-20.0,19,14.701665000000503,351
0,0,-20.0,16,11.824124899983872,298
0,0,-20.0,18,11.872048899997026,339
0,0,-20.0,15,10.771150999993552,275
0,0,-20.0,18,12.275996200041845,310
0,0,-20.0,19,13.743252900021616,340
0,0,-20.0,20,12.336123300017789,349
0,0,-20.0,15,10.881870099983644,277
0,0,-20.0,14,10.101592399994843,253
0,0,-20.0,15,10.794841499999166,276
0,0,-19.0,15,9.287191300012637,267
0,0,-20.0,13,8.91820120002376,228
0,0,-20.0,16,10.867767200048547,275
0,0,-20.0,19,13.359615000023041,325
0,0,-20.0,18,11.52918569999747,334
0,0,-19.0,19,14.322381199977826,349
0,0,-20.0,14,9.09582380001666,240
0,0,-20.0,16,11.552841499971692,282
0,0,-20.0,15,8.88602340000216,261
0,0,-19.0,12,7.9440786999766715,213
0,0,-19.0,12,6.872314499982167,207
0,0,-20.0,18,12.139045199961402,309
0,0,-20.0,15,10.391514499962796,267
0,0,-19.0,19,14.146810700010974,352
0,0,-20.0,15,10.769414399983361,269
0,0,-20.0,19,12.229726599995047,347
0,0,-19.0,23,17.491960900020786,421
0,0,-20.0,14,8.548170999973081,246
0,0,-20.0,16,11.683091399958357,285
0,0,-20.0,18,13.528711199993268,338
0,0,-20.0,10,5.544827600009739,159
0,0,-20.0,12,7.459229299973231,199
0,0,-20.0,10,6.4021377000026405,162
0,0,-20.0,20,13.367283199972007,378
0,0,-20.0,19,15.130904900026508,343
0,0,-20.0,18,15.277975399978459,342
0,0,-20.0,17,13.728639300039504,301
0,0,-20.0,22,15.157596400007606,403
0,0,-20.0,16,12.116791000007652,286
0,0,-20.0,17,13.123256199993193,315
0,0,-20.0,18,11.728525499987882,325
0,0,-20.0,21,15.483094100025482,369
0,0,-20.0,20,15.238879700016696,362
0,0,-20.0,15,11.007996000000276,273
0,0,-19.0,18,11.126942200004123,317
0,0,-20.0,16,11.617097500013188,295
0,0,-20.0,15,9.953705299994908,259
0,0,-20.0,19,13.540341200015973,340
0,0,-20.0,14,9.699070300033782,241
0,0,-20.0,21,13.021882900036871,369
0,0,-20.0,13,8.86900169996079,227
0,0,-19.0,17,11.997392599994782,300
0,0,-20.0,18,11.534049100009724,321
0,0,-20.0,24,18.02209879999282,426
0,0,-20.0,16,11.441653000016231,280
0,0,-20.0,13,9.163743599958252,230
0,0,-20.0,14,8.670687300036661,250
0,0,-19.0,18,12.580630899989046,312
0,0,-20.0,15,10.53686039999593,263
0,0,-20.0,19,12.594352599990088,353
0,0,-20.0,21,15.269891000003554,377
0,0,-20.0,9,4.466948400018737,137
0,0,-20.0,16,11.1479515999672,270
0,0,-20.0,16,11.783280500036199,285
0,0,-20.0,15,9.532505399954971,267
0,0,-20.0,17,13.727842699969187,325
0,0,-20.0,19,13.659956599993166,329
0,0,-20.0,12,7.386955599999055,219
0,0,-20.0,17,12.265864599961787,287
0,0,-20.0,19,13.670923100027721,338
0,0,-20.0,16,11.770645999989938,296
0,0,-20.0,18,11.911904999986291,334
0,0,-20.0,19,13.798025199968833,340
0,0,-20.0,19,14.769510299956892,355
0,0,-20.0,17,13.41553009999916,320
0,0,-20.0,22,14.718574700003956,408
0,0,-20.0,19,14.745232200017199,345
0,0,-20.0,16,11.129597099963576,280
0,0,-20.0,16,11.036957000032999,278
0,0,-20.0,20,12.560323899961077,355
0,0,-20.0,16,12.140084800019395,293
0,0,-20.0,22,16.701730700035114,399
0,0,-20.0,17,10.98430939996615,309
0,0,-20.0,24,19.9134029999841,446
0,0,-19.0,12,8.883858700050041,219
0,0,-19.0,16,10.236838899960276,291
0,0,-19.0,19,15.498311000003014,361
0,0,-20.0,15,10.891113899997436,275
0,0,-20.0,16,11.803026600042358,286
0,0,-20.0,12,8.113808699999936,210
0,0,-20.0,11,7.336164899985306,188
0,0,-20.0,19,13.165366799978074,363
0,0,-19.0,9,5.8498028999892995,146
0,0,-20.0,18,13.369193999969866,333
0,0,-20.0,18,11.722044800000731,330
0,0,-20.0,18,13.687146099982783,330
0,0,-20.0,22,16.658898299967404,390
0,0,-20.0,18,14.056240900012199,330
0,0,-20.0,16,10.073046800040174,281
0,0,-20.0,20,14.313883399998304,338
0,0,-20.0,13,7.7725592000060715,223
0,0,-20.0,14,10.264963899971917,260
0,0,-20.0,18,12.9031114000245,312
0,0,-19.0,14,8.577877900039311,251
0,0,-20.0,17,12.239793300046586,300
0,0,-20.0,21,16.72419139998965,394
0,0,-20.0,20,14.685571099980734,353
0,0,-20.0,18,11.914525899977889,325
0,0,-20.0,17,11.963852599961683,297
0,0,-19.0,16,12.124684400041588,290
0,0,-20.0,15,10.951193500019144,274
0,0,-20.0,17,11.598669999977574,323
0,0,-20.0,15,10.735686699976213,264
0,0,-20.0,14,8.319920399982948,239
0,0,-20.0,19,14.046563400013838,340
0,0,-20.0,21,15.770867599989288,379
0,0,-20.0,17,11.07542970002396,308
0,0,-19.0,14,10.283499200013466,242
0,0,-20.0,19,14.985125900013372,348
0,0,-20.0,19,14.674994200002402,347
0,0,-19.0,13,9.378368800040334,228
0,0,-20.0,21,14.232283499964979,384
0,0,-20.0,19,14.821356100030243,349
0,0,-20.0,13,9.116160699981265,232
0,0,-20.0,16,12.021799699985422,288
0,0,-19.0,16,10.703796999994665,297
