lines,score,rewards,block_placed,episode_time,episode_length
0,0,-19.0,13,5.854868200025521,234
0,0,-20.0,13,5.8173077999963425,233
0,0,-20.0,16,7.455024300026707,292
0,0,-19.0,15,6.396851900033653,271
0,0,-20.0,19,8.570308699971065,355
0,0,-20.0,15,6.902075199992396,283
0,0,-19.0,11,4.827630900021177,204
0,0,-20.0,13,5.278748600045219,230
0,0,-20.0,17,7.581755899998825,315
0,0,-20.0,21,9.26905020000413,367
0,0,-20.0,21,13.735897500009742,388
0,0,-19.0,14,6.4152620999957435,256
0,0,-20.0,18,8.854794299986679,344
0,0,-20.0,16,7.811436099989805,318
0,0,-20.0,19,8.199006500013638,329
0,0,-20.0,20,8.960987900034525,360
0,0,-20.0,19,11.633304199960548,341
0,0,-20.0,16,7.213145100045949,289
0,0,-20.0,13,5.474207900057081,229
0,0,-20.0,19,8.58670909999637,342
0,0,-20.0,15,6.279182500031311,261
0,0,-20.0,15,5.887953799974639,255
0,0,-20.0,20,12.90394849999575,378
0,0,-20.0,23,10.889341599948239,423
0,0,-20.0,18,8.300641099980567,322
0,0,-20.0,17,7.711266600003,309
0,0,-20.0,16,6.953055699996185,285
0,0,-20.0,15,8.909132700006012,268
0,0,-20.0,20,8.150631099997554,337
0,0,-20.0,18,8.033805899962317,326
0,0,-20.0,19,8.780250400013756,342
0,0,-20.0,18,7.858358900004532,313
0,0,-20.0,18,8.48278640001081,337
0,0,-20.0,23,14.492807000002358,416
0,0,-19.0,20,9.321039400005247,361
0,0,-20.0,19,8.475286400003824,338
0,0,-20.0,18,8.137607600016054,328
0,0,-20.0,19,11.771247100026812,343
0,0,-20.0,20,9.316070900007617,362
0,0,-19.0,17,7.896435600006953,315
0,0,-20.0,14,6.141439299972262,252
0,0,-20.0,17,7.154441400023643,298
0,0,-20.0,14,7.654377099999692,237
0,0,-20.0,16,7.625449699989986,311
0,0,-20.0,16,7.007253399991896,285
0,0,-20.0,17,7.4444737999583595,314
0,0,-20.0,17,7.5713518999982625,311
0,0,-20.0,18,10.437835699995048,315
0,0,-20.0,21,9.886283400002867,383
0,0,-20.0,14,5.654161099984776,237
0,0,-20.0,19,8.807170099986251,347
0,0,-19.0,17,7.567599500005599,306
0,0,-20.0,15,8.851613200036809,271
0,0,-20.0,12,4.89386170002399,213
0,0,-20.0,15,6.741016899992246,274
0,0,-20.0,20,10.031895300024189,382
0,0,-19.0,15,9.316965900012292,274
0,0,-19.0,17,7.9385348000214435,320
0,0,-20.0,22,10.840788199973758,418
1,800,780.0,23,12.273243100033142,452
0,0,-20.0,17,8.229313100047875,301
0,0,-20.0,18,12.074633400014136,339
0,0,-20.0,17,8.026427300006617,293
0,0,-20.0,15,6.962159199989401,277
0,0,-19.0,14,5.8184553000028245,248
0,0,-20.0,15,8.1415532999672,253
0,0,-20.0,21,9.776746299990918,382
0,0,-20.0,14,6.103402000037022,251
0,0,-20.0,18,7.862916900019627,318
0,0,-20.0,17,8.118267100013327,327
0,0,-20.0,18,10.769276199978776,316
0,0,-20.0,16,7.482446299982257,297
0,0,-20.0,18,8.49605130002601,326
0,0,-20.0,13,7.032054000010248,217
0,0,-20.0,20,9.481752399995457,361
0,0,-20.0,16,7.084636299987324,282
0,0,-20.0,18,7.830566700024065,310
0,0,-20.0,18,7.611443500034511,310
0,0,-20.0,20,9.043016300012823,359
0,0,-20.0,20,12.421105800021905,360
0,0,-20.0,19,9.194693299999926,346
0,0,-19.0,17,8.011835200013593,310
0,0,-20.0,21,9.895948700024746,380
0,0,-20.0,21,9.052652000042144,360
0,0,-20.0,15,5.671175400028005,240
0,0,-19.0,16,9.557007400027942,287
0,0,-20.0,11,3.8661049000220373,166
0,0,-20.0,16,7.174036399985198,289
0,0,-20.0,14,5.907029299996793,248
0,0,-20.0,16,6.7304197999765165,276
0,0,-20.0,17,10.573667200049385,318
0,0,-20.0,15,6.1681017999653704,260
0,0,-20.0,19,8.12426430004416,337
0,0,-20.0,13,5.321199800004251,229
0,0,-19.0,15,6.7717908000340685,276
0,0,-19.0,16,7.063520999974571,286
0,0,-20.0,19,11.112538699992001,332
0,0,-20.0,12,4.621341500023846,197
0,0,-19.0,11,3.8928425000049174,174
0,0,-20.0,21,9.99144489999162,395
0,0,-20.0,14,6.2545602999744006,257
0,0,-20.0,14,8.37625269999262,257
0,0,-20.0,13,5.091365500004031,213
0,0,-20.0,12,5.013337799988221,213
0,0,-20.0,19,8.921453399991151,347
0,0,-20.0,20,9.71440250001615,371
0,0,-20.0,11,5.697274100035429,217
0,0,-20.0,12,5.772335000045132,217
0,0,-20.0,18,12.497628099983558,348
0,0,-20.0,16,8.179145300004166,300
0,0,-19.0,10,5.0801573999924585,206
0,0,-20.0,16,7.120061499997973,283
0,0,-20.0,11,5.03905299998587,217
0,0,-20.0,15,6.654880599991884,268
0,0,-20.0,20,12.017019600025378,353
0,0,-20.0,10,4.723852999974042,194
0,0,-20.0,21,9.730924600036815,376
0,0,-20.0,16,7.8560784999863245,306
0,0,-20.0,11,5.1135202999575995,215
0,0,-20.0,10,4.936846899974626,206
0,0,-19.0,15,9.59112549998099,283
0,0,-19.0,10,5.0045406999997795,214
0,0,-19.0,16,6.969313899986446,281
0,0,-20.0,11,5.095102899998892,216
0,0,-20.0,11,5.150876300001983,214
0,0,-20.0,13,5.45086550002452,222
0,0,-20.0,11,5.341825500014238,222
0,0,-20.0,19,12.452995200001169,364
0,0,-20.0,13,6.371372600027826,260
0,0,-20.0,14,5.991214499983471,247
0,0,-20.0,15,7.2701949999900535,291
0,0,-20.0,10,4.728825300000608,200
0,0,-20.0,9,3.282275400008075,143
0,0,-20.0,16,9.983914699987508,299
0,0,-20.0,8,3.8769177000503987,164
0,0,-20.0,17,7.33931999997003,295
0,0,-20.0,14,6.142703599995002,258
0,0,-19.0,10,4.81934619997628,207
0,0,-20.0,17,7.325637999980245,298
0,0,-19.0,9,4.528790400014259,191
0,0,-20.0,18,10.85624990001088,320
0,0,-19.0,19,9.601841500028968,371
0,0,-20.0,13,6.768214299983811,265
0,0,-20.0,20,9.174045799998567,355
0,0,-19.0,13,8.041794499964453,239
0,0,-20.0,17,7.3773244000039995,286
0,0,-20.0,11,5.302799800003413,216
0,0,-20.0,20,9.90439849998802,378
0,0,-20.0,11,5.856395500013605,236
0,0,-20.0,15,6.731277200044133,264
0,0,-20.0,18,10.784878200036474,318
0,0,-19.0,14,5.772821800026577,233
0,0,-20.0,13,6.338831500033848,255
0,0,-20.0,18,8.118291200022213,319
0,0,-19.0,9,3.336281500000041,145
0,0,-20.0,14,7.806190699979197,239
0,0,-20.0,10,3.8379698999924585,161
0,0,-20.0,16,7.639550800027791,304
0,0,-20.0,21,10.512589099991601,396
0,0,-20.0,12,4.831898499978706,189
0,0,-20.0,20,12.381217100017238,350
0,0,-20.0,18,8.929235999996308,334
0,0,-20.0,15,6.463829200016335,259
0,0,-20.0,19,8.344066700024996,316
0,0,-20.0,11,4.162570099986624,175
0,0,-20.0,14,6.424493499973323,251
0,0,-20.0,15,8.40579449996585,250
0,0,-20.0,12,5.237061800027732,201
0,0,-20.0,11,4.586194499977864,187
0,0,-20.0,14,6.0618756000185385,251
0,0,-20.0,13,5.138004000007641,213
0,0,-20.0,13,7.71518769999966,235
