lines,score,rewards,block_placed,episode_time,episode_length
0,0,0.0,19,78.788898,2707
0,0,0.0,27,95.800325,3173
0,0,0.0,24,94.303521,3011
0,0,0.0,22,84.287255,2737
1,240,240.0,25,119.969047,3804
0,0,0.0,22,84.623632,2784
0,0,0.0,30,109.554431,3593
0,0,0.0,19,68.702002,2257
0,0,0.0,26,104.610036,3401
0,0,0.0,24,95.811037,3132
0,0,0.0,23,92.686118,3086
0,0,0.0,17,68.7729,2283
0,0,0.0,24,96.413754,3164
0,0,0.0,26,110.809072,3634
0,0,0.0,22,95.72495,3155
0,0,0.0,12,44.316371,1455
0,0,0.0,26,97.105616,3204
0,0,0.0,23,82.172932,2736
0,0,0.0,22,82.704229,2737
0,0,0.0,18,70.342955,2304
0,0,0.0,20,74.097741,2450
0,0,0.0,20,80.167676,2656
0,0,0.0,28,101.794297,3370
0,0,0.0,25,99.458369,3265
1,240,240.0,30,116.986831,3793
0,0,0.0,21,78.088297,2581
1,240,240.0,28,109.765441,3596
0,0,0.0,21,75.008076,2480
0,0,0.0,24,82.05412,2727
0,0,0.0,25,95.179899,3128
