lines,score,rewards,block_placed,episode_time,episode_length
0,0,0.0,16,13.708008,444
0,0,0.0,16,15.179681,496
0,0,0.0,15,14.775892,479
0,0,0.0,22,18.047979,593
0,0,0.0,19,17.529459,567
0,0,0.0,17,16.775585,540
0,0,0.0,19,16.951576,560
0,0,0.0,23,20.384954,658
0,0,0.0,14,12.972859,426
0,0,0.0,23,20.576601,669
0,0,0.0,22,21.521361,688
0,0,0.0,16,14.394937,462
0,0,0.0,14,11.970708,392
0,0,0.0,22,18.406628,607
0,0,0.0,17,14.600807,469
0,0,0.0,12,10.596231,359
0,0,0.0,18,16.018891,519
0,0,0.0,18,14.679778,484
0,0,0.0,21,17.584814,573
0,0,0.0,14,12.330735,393
0,0,0.0,18,16.978624,554
0,0,0.0,22,20.242521,651
0,0,0.0,26,21.745576,710
0,0,0.0,21,18.855059,631
0,0,0.0,21,17.363162,569
0,0,0.0,16,16.827832,469
0,0,0.0,18,17.446897,556
0,0,0.0,17,15.496348,495
0,0,0.0,24,21.934476,715
0,0,0.0,18,16.540209,534
