lines,score,rewards,block_placed,episode_time,episode_length
0,0,0.0,18,42.629824,1368
0,0,0.0,22,56.363945,1810
0,0,0.0,18,44.420727,1430
0,0,0.0,21,47.476782,1537
0,0,0.0,24,58.244876,1877
0,0,0.0,22,52.402912,1689
0,0,0.0,18,42.613921,1365
1,320,320.0,27,66.07349,2120
0,0,0.0,24,51.55615,1670
0,0,0.0,19,42.201726,1383
0,0,0.0,23,51.977773,1657
0,0,0.0,22,51.358918,1673
0,0,0.0,24,59.336662,1924
0,0,0.0,24,56.266247,1840
0,0,0.0,21,54.384265,1759
0,0,0.0,25,62.421223,2024
0,0,0.0,21,49.791311,1615
0,0,0.0,23,54.21243,1765
0,0,0.0,24,56.927416,1836
0,0,0.0,23,52.318413,1705
0,0,0.0,22,55.371806,1801
0,0,0.0,23,57.257209,1830
0,0,0.0,28,60.550621,1973
0,0,0.0,23,54.72839,1756
0,0,0.0,24,60.785644,1940
0,0,0.0,21,52.145453,1678
0,0,0.0,21,52.950909,1716
0,0,0.0,21,54.722014,1746
0,0,0.0,18,44.558633,1425
0,0,0.0,17,44.237144,1419
