Wall time,Step,Value
1737113756.5896764,1105447,32.0
1737113813.8056295,1105712,28.0
1737113860.6013536,1105938,31.0
1737113908.414467,1106171,35.0
1737113931.0051298,1106279,31.0
1737113956.1653647,1106400,34.0
1737113983.389064,1106526,29.0
1737114007.3594415,1106632,34.0
1737114031.2931755,1106747,33.0
1737114079.8577914,1106975,30.0
1737114132.1688433,1107214,29.0
1737114182.973121,1107450,31.0
1737114265.2538075,1107826,36.0
1737114306.535233,1108023,30.0
1737114328.4209044,1108127,30.0
1737114351.7365801,1108238,32.0
1737114446.3471878,1108682,29.0
1737114502.7092485,1108936,29.0
1737114524.550368,1109040,29.0
1737114576.6671114,1109281,32.0
1737114652.8414538,1109633,30.0
1737114704.6214411,1109872,34.0
1737114729.1987236,1109981,25.0
1737114750.785509,1110083,31.0
1737114817.6104796,1110404,32.0
1737114892.370863,1110752,32.0
1737114918.8017976,1110876,36.0
1737114966.737111,1111094,28.0
1737115013.695542,1111316,32.0
1737115063.718357,1111540,27.0
1737115182.8906643,1112089,30.0
1737115230.861291,1112313,27.0
1737115251.796995,1112415,29.0
1737115274.6973798,1112526,32.0
1737115298.282637,1112637,33.0
1737115366.7614489,1112960,31.0
1737115497.4646559,1113576,31.0
1737115538.1420712,1113766,26.0
1737115559.8838942,1113870,30.0
1737115582.5653002,1113979,32.0
1737115605.1512253,1114087,31.0
1737115626.900561,1114191,30.0
1737115721.2794862,1114634,29.0
1737115766.0745354,1114843,29.0
1737115789.0668976,1114952,32.0
1737115870.1221893,1115310,31.0
1737115894.843588,1115428,34.0
1737115917.5055277,1115537,30.0
1737115943.5451052,1115657,29.0
1737115964.817925,1115759,29.0
1737116007.9671803,1115968,27.0
1737116031.1904,1116078,31.0
1737116057.6910052,1116192,30.0
1737116091.3797183,1116303,31.0
1737116162.117588,1116642,32.0
1737116236.1977484,1117055,27.0
1737116292.6946676,1117351,33.0
1737116319.8493447,1117496,31.0
1737116392.0994482,1117878,40.0
1737116424.493386,1118044,27.0
1737116515.4299676,1118523,31.0
1737116541.7186477,1118669,31.0
1737116593.0630505,1118951,29.0
1737116623.47067,1119098,32.0
1737116860.1682088,1120293,34.0
1737116906.636551,1120441,30.0
1737116936.52789,1120543,31.0
1737116960.7358851,1120639,30.0
1737116984.1823995,1120741,29.0
1737117003.9407232,1120832,25.0
1737117030.354443,1120953,34.0
1737117079.0347228,1121176,32.0
1737117098.4111614,1121264,25.0
1737117123.0144308,1121373,31.0
1737117204.262079,1121709,29.0
1737117232.564057,1121825,29.0
1737117260.119946,1121943,33.0
1737117291.8367045,1122077,32.0
1737117345.5832224,1122310,32.0
1737117529.474834,1123085,32.0
1737117558.6984143,1123206,30.0
1737117582.460106,1123309,29.0
1737117644.4061866,1123565,28.0
1737117768.45062,1124084,40.0
1737117856.8068428,1124501,26.0
1737117952.4532197,1124993,35.0
1737118085.3518279,1125606,35.0
1737118178.1213174,1126024,32.0
1737118202.2680593,1126138,32.0
1737118230.2613428,1126269,35.0
1737118282.7206733,1126505,28.0
1737118306.7526517,1126614,31.0
1737118333.1266844,1126724,31.0
1737118427.2865345,1127022,32.0
1737118455.8923194,1127131,33.0
1737118518.9934652,1127329,31.0
1737118569.839354,1127553,33.0
1737118606.4208724,1127685,34.0
1737118659.9318602,1127902,29.0
1737118721.7732453,1128102,26.0
1737118751.5968776,1128212,34.0
1737118804.6519017,1128443,32.0
1737118862.8042848,1128693,34.0
1737118894.2834404,1128820,31.0
1737118921.0127664,1128936,33.0
1737118947.4408274,1129054,32.0
1737119044.30454,1129458,29.0
1737119077.5271845,1129600,35.0
1737119111.2373261,1129743,35.0
1737119209.0803776,1130131,35.0
1737119245.768761,1130262,32.0
1737119471.5745013,1131151,35.0
1737119561.3798833,1131497,32.0
1737119587.0963373,1131601,30.0
1737119654.7527332,1131810,31.0
1737119711.8738754,1132012,30.0
1737119740.8002641,1132118,33.0
1737119830.6961474,1132490,31.0
1737119855.382758,1132593,29.0
1737119920.2472243,1132842,35.0
1737119952.9074814,1132950,27.0
1737119983.627396,1133040,30.0
1737120020.612322,1133169,34.0
1737120106.8887863,1133507,29.0
1737120367.0157166,1134524,35.0
1737120395.4509819,1134644,33.0
1737120425.88918,1134760,29.0
1737120477.7885754,1134986,26.0
1737120534.926355,1135228,32.0
1737120556.0888758,1135330,28.0
1737120579.9442596,1135445,30.0
1737120646.8679261,1135716,34.0
1737120703.424301,1135928,34.0
1737120727.900102,1136033,30.0
1737120754.4510498,1136133,30.0
1737120849.8588278,1136509,33.0
1737120886.07405,1136667,36.0
1737120917.176342,1136808,33.0
1737121042.447241,1137392,28.0
1737121094.7200596,1137620,32.0
1737121120.1932535,1137737,32.0
1737121208.2956898,1138105,30.0
1737121272.7234478,1138388,38.0
1737121431.765824,1139070,29.0
1737121456.014625,1139187,33.0
1737121500.9054687,1139404,30.0
1737121554.7758129,1139654,34.0
1737121657.7852125,1140136,34.0
1737121707.9991112,1140363,28.0
1737121751.450426,1140575,28.0
1737121803.7330835,1140823,28.0
1737121851.1830244,1141044,31.0
1737121895.428717,1141258,29.0
1737121918.471685,1141369,30.0
1737121941.444063,1141480,31.0
1737121967.5843925,1141606,35.0
1737122001.4315572,1141762,37.0
1737122100.3376932,1142231,29.0
1737122143.556298,1142439,27.0
1737122167.9156933,1142558,33.0
1737122323.0173447,1143292,34.0
1737122372.394205,1143524,26.0
1737122430.7246883,1143790,27.0
1737122459.156712,1143921,31.0
1737122487.7130501,1144050,32.0
1737122646.7891738,1144797,31.0
1737122715.6240163,1145132,31.0
1737122769.995628,1145386,34.0
1737122842.331144,1145721,29.0
1737122925.6949568,1146115,33.0
1737122945.9578671,1146213,26.0
1737122990.2181108,1146429,30.0
1737123012.7397249,1146539,31.0
1737123036.8121624,1146656,33.0
1737123059.9909093,1146768,31.0
1737123105.0473917,1146982,26.0
1737123128.6407356,1147098,32.0
1737123179.664546,1147347,37.0
1737123209.7235231,1147486,33.0
1737123235.0912237,1147608,35.0
1737123305.8651233,1147952,31.0
1737123333.9155607,1148082,31.0
1737123386.8510437,1148331,34.0
1737123582.0941384,1149258,28.0
1737123607.2723913,1149374,28.0
1737123630.6622488,1149487,32.0
1737123654.8171523,1149603,33.0
1737123726.4305632,1149942,30.0
1737123751.51237,1150065,33.0
1737123778.6083236,1150189,29.0
1737123848.5928855,1150528,33.0
1737123872.4846277,1150644,31.0
1737123898.4832993,1150761,28.0
1737123977.6156845,1151140,34.0
1737124276.531629,1152560,33.0
1737124361.1788197,1152958,33.0
1737124408.9459136,1153188,32.0
1737124433.6650894,1153306,34.0
1737124479.1800358,1153527,34.0
1737124507.1981776,1153656,31.0
1737124588.9646962,1154040,32.0
1737124660.693019,1154387,32.0
1737124684.400982,1154502,32.0
1737124707.4660006,1154614,31.0
1737124733.372804,1154741,35.0
1737124756.2910311,1154853,31.0
1737124777.9954705,1154958,28.0
1737124800.5776534,1155066,31.0
1737124822.3499737,1155172,29.0
1737124875.4679136,1155423,32.0
1737124928.2048821,1155673,32.0
1737124952.6533623,1155792,31.0
1737125004.6085691,1156037,33.0
1737125052.0195684,1156262,28.0
1737125099.745143,1156495,34.0
1737125122.2560015,1156606,30.0
1737125146.7002206,1156725,32.0
1737125175.548538,1156857,31.0
1737125203.6955574,1156987,32.0
1737125227.412718,1157101,32.0
1737125321.388402,1157557,32.0
1737125456.5001862,1158191,31.0
1737125480.1014645,1158304,31.0
1737125527.2784088,1158529,31.0
1737125546.6473918,1158622,25.0
1737125645.9211538,1159096,34.0
1737125672.4654462,1159223,34.0
1737125703.41134,1159363,34.0
1737125751.2775753,1159589,32.0
1737125831.237413,1159962,33.0
1737125915.911113,1160354,37.0
1737125970.84543,1160606,31.0
1737126023.797738,1160849,30.0
1737126047.6330912,1160960,31.0
1737126094.0007653,1161177,31.0
1737126118.1553621,1161289,30.0
1737126194.656556,1161639,30.0
1737126218.205558,1161751,30.0
1737126242.1972165,1161859,31.0
1737126288.8785465,1162066,29.0
1737126315.1033654,1162185,34.0
1737126347.998207,1162316,33.0
1737126414.6146288,1162586,34.0
1737126443.1800213,1162691,31.0
1737126472.5410714,1162814,29.0
1737126496.2190988,1162921,30.0
1737126522.1542618,1163039,33.0
1737126551.7882805,1163166,31.0
1737126691.072414,1163765,29.0
1737126717.4534342,1163884,34.0
1737126767.6022785,1164114,33.0
1737126869.8116717,1164573,33.0
1737126900.1961048,1164693,29.0
1737126950.2263813,1164903,28.0
1737127043.2416098,1165326,32.0
1737127106.5323868,1165576,29.0
1737127156.696218,1165798,31.0
1737127221.2999272,1166044,29.0
1737127249.6569805,1166156,31.0
1737127280.3865156,1166266,27.0
1737127310.1647632,1166393,31.0
1737127355.8812993,1166600,26.0
1737127437.5969057,1166962,32.0
1737127462.1433992,1167074,32.0
1737127518.5169685,1167321,32.0
1737127545.9963787,1167444,34.0
1737127577.8546774,1167579,33.0
1737127635.6781838,1167834,34.0
1737127764.5248086,1168395,31.0
1737127824.3755586,1168657,33.0
1737127858.116528,1168800,34.0
1737127915.2189603,1169049,35.0
1737127946.1773462,1169181,32.0
1737128016.507751,1169494,30.0
1737128043.0424476,1169609,34.0
1737128178.3746696,1170213,34.0
1737128212.7657151,1170361,36.0
1737128243.6791785,1170490,31.0
1737128270.0016713,1170609,33.0
1737128327.8127127,1170856,32.0
1737128384.3655884,1171092,36.0
1737128420.2068663,1171225,35.0
1737128455.170094,1171343,32.0
1737128480.510328,1171453,31.0
1737128505.5617201,1171563,31.0
1737128529.9953377,1171674,31.0
1737128604.3342505,1172017,34.0
1737128685.274226,1172382,34.0
1737128739.4346037,1172626,32.0
1737128788.8401563,1172858,33.0
1737128815.723164,1172986,34.0
1737128846.0114436,1173123,33.0
1737128869.094703,1173232,30.0
1737128894.7505374,1173354,35.0
1737128987.7862957,1173791,31.0
1737129081.3325756,1174239,31.0
1737129126.515761,1174455,30.0
1737129151.3705323,1174572,33.0
1737129232.3140454,1174913,30.0
1737129256.0876021,1175020,31.0
1737129281.1702647,1175140,33.0
1737129353.0378964,1175486,31.0
1737129445.716417,1175912,32.0
1737129469.0188284,1176024,31.0
1737129494.802277,1176144,34.0
1737129546.234619,1176388,37.0
1737129575.8348951,1176523,32.0
1737129602.0121164,1176649,34.0
1737129675.6995265,1176994,31.0
1737129723.1850166,1177222,35.0
1737129751.3231454,1177352,30.0
1737129774.680751,1177464,31.0
1737129801.286341,1177590,34.0
1737129831.5470598,1177725,33.0
1737129857.0618148,1177842,27.0
1737129907.339501,1178050,29.0
1737129933.7823484,1178164,33.0
1737130002.0595205,1178465,26.0
1737130142.7522976,1179119,30.0
1737130445.7571054,1180554,35.0
1737130474.1375883,1180683,30.0
1737130497.2864807,1180792,31.0
1737130515.957559,1180883,23.0
1737130611.9957287,1181305,30.0
1737130688.4385755,1181640,32.0
1737130715.2375462,1181757,34.0
1737130761.8069792,1181977,31.0
1737130788.7472477,1182097,28.0
1737130813.4037466,1182216,34.0
1737130842.4786766,1182347,32.0
1737130889.679599,1182567,30.0
1737130943.8934052,1182818,32.0
1737130964.8812528,1182920,27.0
1737130987.6808228,1183029,31.0
1737131035.483642,1183259,30.0
1737131060.6720114,1183380,33.0
1737131094.1088185,1183533,38.0
1737131154.0217092,1183807,32.0
1737131201.853667,1184037,31.0
1737131341.3054228,1184713,31.0
1737131406.040856,1184916,30.0
1737131541.6277232,1185500,33.0
1737131567.238039,1185622,35.0
1737131657.2457628,1186051,31.0
1737131781.8753643,1186644,31.0
1737131802.4192789,1186744,26.0
1737131917.7360291,1187287,36.0
1737132022.8610363,1187742,36.0
1737132107.8535976,1188104,37.0
1737132186.8580794,1188442,33.0
1737132211.0299928,1188548,23.0
1737132238.219593,1188672,35.0
1737132344.329307,1189093,33.0
1737132381.150539,1189225,35.0
1737132473.9748907,1189600,28.0
1737132537.144922,1189860,35.0
1737132570.980522,1189992,34.0
1737132596.395332,1190099,31.0
1737132824.0788026,1191080,29.0
1737132852.4744315,1191223,31.0
1737132886.6759927,1191404,32.0
1737132916.1528351,1191556,32.0
1737132987.3901198,1191827,32.0
1737133015.768098,1191939,34.0
1737133043.192374,1192044,32.0
1737133071.21368,1192153,32.0
1737133104.9940054,1192286,33.0
1737133136.9652834,1192422,29.0
1737133165.5217204,1192556,30.0
1737133198.6349387,1192712,35.0
1737133232.6987655,1192866,27.0
1737133317.0379763,1193264,27.0
1737133370.1253247,1193531,28.0
1737133527.071978,1194363,27.0
1737133556.2519448,1194510,31.0
1737133597.6942565,1194704,36.0
1737133663.4419892,1195040,32.0
1737133863.2303143,1196147,31.0
1737133935.9072983,1196525,33.0
1737134066.1271605,1197253,29.0
1737134096.8666964,1197425,35.0
1737134215.188102,1198070,33.0
1737134276.5428338,1198396,32.0
1737134300.3913186,1198529,26.0
1737134353.657787,1198815,25.0
1737134381.3622725,1198967,27.0
1737134431.8497682,1199251,30.0
1737134467.0465004,1199442,34.0
1737134658.4870234,1200491,33.0
1737134688.3054748,1200654,34.0
1737134721.868474,1200835,31.0
1737134884.4039736,1201720,32.0
1737134909.54226,1201861,29.0
1737135171.293653,1203302,33.0
1737135195.919536,1203436,28.0
1737135277.3712509,1203889,28.0
1737135303.5157108,1204036,31.0
1737135330.3598514,1204186,33.0
1737135386.98955,1204503,34.0
1737135446.1285765,1204824,29.0
1737135498.6187692,1205120,32.0
1737135587.8726053,1205615,27.0
1737135611.580166,1205749,28.0
1737135665.8516607,1206056,33.0
1737135699.399039,1206235,32.0
1737135749.918697,1206521,33.0
1737135803.178945,1206822,33.0
1737135839.3685358,1207019,36.0
1737135897.1751053,1207346,37.0
1737135932.3872523,1207532,30.0
1737136051.811946,1208196,34.0
1737136078.703578,1208346,31.0
1737136132.412274,1208650,31.0
1737136159.2345483,1208799,31.0
1737136187.934777,1208960,33.0
1737136218.033691,1209126,26.0
1737136286.1287925,1209499,36.0
1737136311.4425266,1209641,30.0
1737136335.9746764,1209780,28.0
1737136363.2137864,1209933,33.0
1737136486.1405697,1210611,31.0
1737136550.5829844,1210968,30.0
1737136578.4312947,1211109,29.0
1737136613.8209367,1211301,33.0
1737136680.5985575,1211664,32.0
1737136750.4640102,1212044,33.0
1737136814.4245493,1212399,35.0
1737136872.5985017,1212720,29.0
1737136899.9104538,1212871,32.0
1737136930.7082875,1213040,28.0
1737136985.6930118,1213350,34.0
1737137010.6786714,1213491,29.0
1737137036.646197,1213639,31.0
1737137060.6651003,1213773,27.0
1737137081.5482469,1213891,23.0
1737137105.8925266,1214028,29.0
1737137159.8330042,1214335,33.0
1737137181.0075717,1214454,24.0
1737137267.010335,1214934,29.0
1737137298.1206918,1215105,31.0
1737137349.4256349,1215395,29.0
1737137380.3180447,1215568,35.0
1737137465.4364433,1216036,32.0
1737137500.809407,1216222,32.0
1737137533.3211296,1216398,32.0
1737137563.748929,1216568,34.0
1737137596.720821,1216746,31.0
1737137647.2937317,1217031,28.0
1737137758.7782664,1217642,29.0
1737137813.5911863,1217951,31.0
1737137839.0929966,1218093,30.0
1737137863.7435126,1218233,29.0
1737137945.0265172,1218684,33.0
1737137980.2799704,1218869,33.0
