Wall time,Step,Value
1737095482.4603434,1042392,5529.0
1737095615.7147338,1042876,5534.0
1737095681.7960558,1043115,5538.0
1737095698.4984162,1043179,5538.0
1737095759.1785085,1043406,5539.0
1737095785.711624,1043492,5541.0
1737095841.0027473,1043701,5542.0
1737095977.515416,1044195,5548.0
1737096024.4449952,1044372,5548.0
1737096054.3880959,1044479,5549.0
1737096140.2446356,1044788,5550.0
1737096142.8307865,1044798,5550.0
1737096153.3649373,1044835,5551.0
1737096289.0485868,1045323,5555.0
1737096393.0854383,1045694,5557.0
1737096528.1877892,1046173,5562.0
1737096578.0790026,1046313,5563.0
1737096734.7631612,1046857,5566.0
1737096798.6997535,1047090,5566.0
1737096861.3624053,1047310,5567.0
1737096870.426896,1047342,5567.0
1737096873.0661573,1047354,5567.0
1737096885.9591525,1047402,5567.0
1737096925.54395,1047526,5568.0
1737097090.0406392,1048127,5570.0
1737097175.8586807,1048438,5571.0
1737097193.6402228,1048490,5572.0
1737097226.7301245,1048600,5575.0
1737097379.8411949,1049131,5579.0
1737097444.333066,1049396,5580.0
1737097569.620182,1049827,5587.0
1737097603.9783099,1049974,5588.0
1737097741.170532,1050542,5598.0
1737097745.1993551,1050562,5598.0
1737097752.633672,1050594,5600.0
1737097824.658402,1050930,5602.0
1737097846.489144,1051030,5602.0
1737097859.1465151,1051083,5603.0
1737097948.1846619,1051441,5605.0
1737097977.8029075,1051550,5605.0
1737098189.9145582,1052348,5607.0
1737098214.3632104,1052447,5607.0
1737098232.3552678,1052515,5607.0
1737098238.1765258,1052538,5607.0
1737098285.8914988,1052730,5607.0
1737098533.8784456,1053603,5612.0
1737098585.4514687,1053749,5613.0
1737098614.1820376,1053846,5613.0
1737098690.343671,1054121,5613.0
1737098720.7125454,1054229,5614.0
1737098785.8140676,1054535,5616.0
1737098795.822447,1054582,5616.0
1737098870.3936179,1054919,5617.0
1737098887.9247105,1055001,5619.0
1737098901.6981356,1055067,5620.0
1737099017.2397661,1055605,5622.0
1737099073.4099765,1055851,5623.0
1737099216.8493326,1056521,5629.0
1737099389.0140333,1057193,5635.0
1737099395.2278283,1057213,5635.0
1737099507.6810434,1057610,5640.0
1737099583.2018988,1057892,5646.0
1737099617.80883,1058038,5646.0
1737099689.3728516,1058305,5648.0
1737099714.9058712,1058408,5649.0
1737099733.997696,1058476,5650.0
1737099778.7291806,1058676,5651.0
1737099818.7101266,1058856,5653.0
1737099819.4636014,1058860,5653.0
1737099836.3987849,1058940,5653.0
1737099887.8871145,1059139,5654.0
1737099896.6763716,1059168,5654.0
1737099955.5490422,1059390,5658.0
1737099958.2589452,1059400,5658.0
1737099990.792017,1059531,5660.0
1737100010.4516692,1059605,5660.0
1737100017.313829,1059634,5661.0
1737100056.8833637,1059795,5662.0
1737100139.9876592,1060066,5665.0
1737100157.7433965,1060126,5665.0
1737100239.1924412,1060391,5669.0
1737100301.5193777,1060670,5670.0
1737100476.9372492,1061417,5677.0
1737100528.1930969,1061628,5681.0
1737100544.545341,1061699,5681.0
1737100569.8179903,1061810,5681.0
1737100577.4884245,1061842,5681.0
1737100611.7293577,1061984,5683.0
1737100678.4971905,1062278,5683.0
1737100709.14657,1062414,5683.0
1737100777.7514098,1062699,5684.0
1737100884.425716,1063146,5690.0
1737100964.564031,1063494,5694.0
1737100968.968691,1063512,5694.0
1737101004.900935,1063663,5696.0
1737101121.4245133,1064165,5701.0
1737101162.5655794,1064266,5702.0
1737101184.221045,1064324,5703.0
1737101279.3006804,1064693,5707.0
1737101390.2596962,1065083,5710.0
1737101434.8199883,1065255,5711.0
1737101624.7383897,1065936,5714.0
1737101813.9638638,1066606,5716.0
1737101874.416896,1066816,5717.0
1737101940.8557065,1067053,5718.0
1737101955.0086179,1067109,5718.0
1737101978.0179727,1067187,5718.0
1737101995.29259,1067256,5718.0
1737102005.9122815,1067289,5719.0
1737102018.325324,1067339,5719.0
1737102137.8363876,1067733,5720.0
1737102283.6697032,1068209,5721.0
1737102286.9693031,1068222,5721.0
1737102368.3242998,1068489,5724.0
1737102404.4289534,1068607,5724.0
1737102449.5347822,1068750,5725.0
1737102468.5653338,1068833,5725.0
1737102527.0334167,1069064,5726.0
1737102648.14071,1069569,5729.0
1737102710.3458965,1069836,5730.0
1737102919.0356529,1070469,5734.0
1737103050.5320466,1070897,5736.0
1737103112.4243138,1071096,5737.0
1737103118.7259088,1071118,5737.0
1737103143.1979375,1071197,5737.0
1737103160.0549176,1071249,5737.0
1737103227.0011353,1071445,5738.0
1737103274.0091934,1071603,5739.0
1737103461.8092825,1072233,5743.0
1737103472.483705,1072245,5743.0
1737103499.209824,1072326,5743.0
1737103506.6201205,1072353,5743.0
1737103514.5817325,1072381,5743.0
1737103588.1498404,1072630,5743.0
1737103595.3421826,1072659,5743.0
1737103619.5168343,1072726,5745.0
1737103679.0111518,1072916,5747.0
1737103694.2032213,1072970,5747.0
1737103904.9148922,1073595,5754.0
1737103993.695973,1073876,5756.0
1737104087.189333,1074239,5760.0
1737104140.45701,1074504,5760.0
1737104300.329325,1075131,5761.0
1737104302.2201474,1075136,5761.0
1737104333.3901706,1075232,5761.0
1737104361.7451794,1075331,5761.0
1737104590.04831,1076000,5768.0
1737104612.576698,1076081,5770.0
1737104622.8071158,1076100,5770.0
1737104673.8706324,1076269,5771.0
1737104851.003896,1076808,5777.0
1737104938.2850053,1077133,5778.0
1737104957.5668383,1077194,5778.0
1737105071.3307114,1077603,5778.0
1737105143.3753102,1077847,5782.0
1737105162.3230922,1077914,5783.0
1737105177.1607149,1077966,5783.0
1737105217.0010276,1078117,5783.0
1737105304.1837597,1078422,5785.0
1737105493.9591227,1079041,5789.0
1737105611.5270805,1079406,5793.0
1737105662.9759412,1079571,5794.0
1737105699.4026966,1079705,5794.0
1737105872.107236,1080222,5798.0
1737105908.8299258,1080333,5800.0
1737106034.201536,1080758,5803.0
1737106062.5446749,1080857,5803.0
1737106080.126518,1080916,5803.0
1737106101.4403365,1080998,5803.0
1737106120.8295863,1081062,5803.0
1737106189.9160502,1081288,5804.0
1737106224.4683003,1081401,5804.0
1737106232.8640268,1081433,5804.0
1737106322.8967817,1081716,5806.0
1737106335.9160867,1081753,5806.0
1737106361.4110386,1081846,5806.0
1737106368.7699413,1081872,5806.0
1737106394.8771052,1081955,5806.0
1737106481.4554455,1082256,5807.0
1737106752.4024715,1083003,5818.0
1737106792.8996832,1083092,5819.0
1737106826.727396,1083205,5820.0
1737106871.1465838,1083329,5821.0
1737106882.010326,1083367,5821.0
1737106958.8681154,1083550,5823.0
1737107107.10815,1083978,5826.0
1737107156.4510312,1084140,5827.0
1737107287.1408777,1084506,5829.0
1737107288.4464536,1084507,5829.0
1737107434.8484194,1084889,5831.0
1737107584.8926415,1085234,5835.0
1737107590.9293473,1085253,5835.0
1737107735.5922678,1085600,5837.0
1737107875.1829202,1085887,5839.0
1737107938.8462305,1085988,5839.0
1737107982.470687,1086106,5840.0
1737108103.6157207,1086275,5843.0
1737108170.3124142,1086405,5843.0
1737108310.052369,1086624,5843.0
1737108562.826633,1087477,5848.0
1737108567.4730184,1087498,5849.0
1737108650.5176995,1087887,5849.0
1737108661.1448042,1087937,5849.0
1737108719.30322,1088210,5852.0
1737108724.0986164,1088232,5852.0
1737108789.3732657,1088535,5852.0
1737108806.5285125,1088617,5852.0
1737108865.3535752,1088882,5853.0
1737108886.804737,1088976,5856.0
1737108912.3519747,1089095,5857.0
1737108931.1077423,1089182,5859.0
1737108974.2579405,1089357,5862.0
1737108989.9331703,1089417,5862.0
1737108994.6930828,1089438,5862.0
1737108997.412872,1089448,5862.0
1737109116.1283653,1089625,5866.0
1737109117.1362042,1089626,5866.0
1737109171.6858873,1089711,5868.0
1737109202.4334548,1089792,5868.0
1737109234.9652858,1089839,5869.0
1737109238.4377167,1089844,5869.0
1737109244.4017897,1089852,5869.0
1737109326.4540482,1089991,5869.0
1737109395.9401612,1090109,5869.0
1737109483.0120018,1090225,5871.0
1737109548.3732119,1090311,5872.0
1737109598.8617566,1090386,5872.0
1737109614.5154843,1090408,5872.0
1737109615.905837,1090409,5872.0
1737109642.5990677,1090448,5872.0
1737109662.3997478,1090479,5872.0
1737109833.7360556,1090720,5872.0
1737109921.9475346,1090840,5872.0
1737109926.1083484,1090846,5872.0
1737109927.29973,1090847,5872.0
1737109989.9088576,1090947,5872.0
1737110019.5440578,1090990,5872.0
1737110206.3382957,1091262,5875.0
1737110327.3577452,1091451,5875.0
1737110435.9273238,1091588,5877.0
1737110519.6808767,1091708,5877.0
1737110549.8950703,1091757,5878.0
1737110659.831293,1091932,5880.0
1737110663.5239959,1091938,5880.0
1737110669.120304,1091948,5880.0
1737110767.93889,1092184,5881.0
1737110792.9556124,1092260,5882.0
1737110851.31368,1092525,5884.0
1737110886.3959422,1092682,5886.0
1737111012.0980277,1093264,5893.0
1737111046.294473,1093415,5893.0
1737111102.8604937,1093665,5895.0
1737111128.9763298,1093776,5897.0
1737111145.2938402,1093851,5898.0
1737111149.8460946,1093873,5899.0
1737111273.7501752,1094456,5903.0
1737111501.8523343,1095302,5908.0
1737111555.5177178,1095486,5910.0
1737111590.7941334,1095613,5911.0
1737111614.5230324,1095711,5911.0
1737111749.0063927,1096146,5915.0
1737111782.463329,1096268,5916.0
1737111815.9090908,1096395,5917.0
1737111894.2267804,1096753,5921.0
1737112002.426793,1097253,5926.0
1737112063.3318262,1097537,5929.0
1737112140.1823537,1097891,5934.0
1737112142.497197,1097903,5934.0
1737112266.1650457,1098479,5939.0
1737112312.055066,1098690,5942.0
1737112319.6792083,1098727,5942.0
1737112345.2532961,1098850,5943.0
1737112352.8222473,1098886,5944.0
1737112371.982743,1098977,5944.0
1737112409.971657,1099155,5947.0
1737112427.3615663,1099238,5947.0
1737112482.9424233,1099504,5947.0
1737112537.736208,1099756,5949.0
1737112628.0115292,1100174,5952.0
1737112664.9893725,1100350,5952.0
1737112731.4175465,1100657,5955.0
1737112739.3841028,1100695,5955.0
1737112754.5156589,1100767,5957.0
1737112809.5840483,1101028,5959.0
1737112954.236195,1101685,5965.0
1737113060.72342,1102188,5969.0
1737113095.473377,1102347,5971.0
1737113117.3954108,1102452,5971.0
1737113187.119216,1102782,5972.0
1737113223.137588,1102953,5972.0
1737113224.6289268,1102960,5972.0
1737113253.4940524,1103097,5972.0
1737113270.485332,1103180,5973.0
1737113323.3857155,1103434,5973.0
1737113439.265258,1103976,5979.0
1737113492.6860182,1104223,5982.0
1737113566.4228418,1104570,5982.0
1737113572.4419935,1104598,5983.0
1737113723.6876779,1105297,5991.0
1737113754.0857432,1105434,5996.0
1737113815.5358202,1105720,5999.0
1737113844.6988397,1105861,5999.0
1737113908.6188922,1106171,6001.0
1737113987.1912324,1106538,6007.0
1737113996.903956,1106581,6007.0
1737114003.5166118,1106614,6007.0
1737114065.1762116,1106902,6009.0
1737114116.0309727,1107135,6012.0
1737114202.842855,1107544,6015.0
1737114218.630292,1107614,6017.0
1737114280.851062,1107900,6022.0
1737114344.0567648,1108202,6025.0
1737114440.4600997,1108651,6027.0
1737114470.0527127,1108788,6030.0
1737114529.283095,1109063,6034.0
1737114629.6156824,1109524,6041.0
1737114645.2582612,1109596,6043.0
1737114667.8250015,1109698,6044.0
1737114719.5655823,1109935,6047.0
1737114729.3249116,1109982,6047.0
1737114823.7801828,1110424,6053.0
1737114831.8937898,1110460,6053.0
1737114904.4522586,1110808,6053.0
1737114959.1170793,1111057,6055.0
1737115117.6395633,1111779,6061.0
1737115214.7821681,1112235,6063.0
1737115215.5144057,1112239,6063.0
1737115236.1772306,1112338,6065.0
1737115237.6447716,1112346,6065.0
1737115308.7764058,1112687,6069.0
1737115465.0688767,1113421,6071.0
1737115469.4267921,1113441,6071.0
1737115473.8444884,1113462,6071.0
1737115476.5115616,1113475,6071.0
1737115477.2506218,1113479,6071.0
1737115561.648737,1113878,6074.0
1737115739.1434336,1114712,6080.0
1737115809.7898376,1115051,6082.0
1737115821.6895819,1115097,6083.0
1737115826.871364,1115122,6083.0
1737115840.420345,1115182,6083.0
1737115923.5896764,1115560,6087.0
1737115986.3802316,1115862,6089.0
1737116056.9864013,1116190,6092.0
1737116058.9066904,1116197,6092.0
1737116093.7440863,1116314,6092.0
1737116110.359756,1116398,6092.0
1737116375.4637816,1117786,6103.0
1737116406.24796,1117944,6105.0
1737116445.2166436,1118148,6110.0
1737116553.677219,1118733,6114.0
1737116565.070904,1118794,6118.0
1737116646.8228867,1119223,6122.0
1737116677.3624175,1119386,6123.0
1737116719.3645737,1119593,6126.0
1737117061.5961258,1121093,6137.0
1737117081.6283963,1121188,6137.0
1737117098.6237316,1121265,6137.0
1737117113.4250636,1121334,6137.0
1737117134.14128,1121419,6138.0
1737117147.2553165,1121473,6138.0
1737117257.2431834,1121930,6145.0
1737117317.0774555,1122186,6148.0
1737117509.2658765,1122998,6158.0
1737117514.8340757,1123021,6158.0
1737117522.0803084,1123052,6159.0
1737117566.9903193,1123242,6163.0
1737117569.3130732,1123252,6163.0
1737117590.7828853,1123339,6165.0
1737117615.3208535,1123451,6166.0
1737117636.7011154,1123533,6167.0
1737117757.9480236,1124041,6174.0
1737117842.3486767,1124425,6178.0
1737117843.23139,1124428,6178.0
1737118020.2869844,1125313,6188.0
1737118024.633096,1125331,6189.0
1737118045.1933374,1125423,6189.0
1737118091.2850935,1125625,6193.0
1737118102.9830134,1125680,6193.0
1737118176.368783,1126015,6196.0
1737118228.5413654,1126261,6197.0
1737118265.3225868,1126425,6202.0
1737118298.1948698,1126576,6202.0
1737118426.8074973,1127019,6203.0
1737118435.7239625,1127059,6203.0
1737118533.3361802,1127389,6206.0
1737118565.4541159,1127533,6206.0
1737118657.4241223,1127889,6209.0
1737118668.989343,1127938,6209.0
1737118685.428482,1127996,6210.0
1737118964.0768385,1129125,6223.0
1737119020.1009438,1129352,6227.0
1737119312.8176453,1130538,6241.0
1737119346.0194457,1130664,6242.0
1737119573.160436,1131544,6245.0
1737119597.2265916,1131633,6246.0
1737119684.8673997,1131907,6247.0
1737119743.7045736,1132131,6248.0
1737119749.573184,1132156,6248.0
1737119756.1888459,1132185,6248.0
1737119802.3375256,1132378,6253.0
1737119810.1983802,1132409,6253.0
1737119860.6717796,1132616,6253.0
1737119871.2889388,1132662,6253.0
1737120040.9862673,1133244,6261.0
1737120068.797805,1133358,6261.0
1737120105.0661192,1133499,6261.0
1737120283.662246,1134187,6271.0
1737120369.066064,1134532,6277.0
1737120379.8292897,1134578,6277.0
1737120443.0485027,1134837,6280.0
1737120484.877723,1135013,6281.0
1737120529.402389,1135202,6282.0
1737120571.5475452,1135403,6282.0
1737120691.7160373,1135878,6287.0
1737120698.3180182,1135906,6287.0
1737120791.7904158,1136274,6291.0
1737120802.4207604,1136316,6291.0
1737120824.3919764,1136400,6292.0
1737120933.0715225,1136875,6300.0
1737120953.7939706,1136974,6300.0
1737120955.361515,1136982,6300.0
1737121028.6993377,1137324,6303.0
1737121087.1769736,1137586,6304.0
1737121108.390461,1137682,6304.0
1737121113.7311544,1137707,6304.0
1737121141.1222186,1137821,6305.0
1737121264.441576,1138350,6308.0
1737121351.2188036,1138714,6314.0
1737121427.678986,1139050,6314.0
1737121434.3485143,1139082,6314.0
1737121443.4271445,1139125,6314.0
1737121457.8226428,1139195,6314.0
1737121470.7154937,1139257,6314.0
1737121511.1525962,1139450,6314.0
1737121520.1656923,1139493,6314.0
1737121544.0865152,1139600,6316.0
1737121571.7008548,1139732,6316.0
1737121655.3690524,1140125,6325.0
1737121675.3493574,1140206,6327.0
1737121680.5807931,1140230,6327.0
1737121715.080085,1140398,6329.0
1737121754.0502028,1140587,6329.0
1737121928.3949783,1141417,6335.0
1737121943.9399154,1141492,6336.0
1737121990.8414404,1141711,6338.0
1737122061.5730658,1142043,6346.0
1737122062.3371072,1142047,6346.0
1737122090.5937262,1142184,6346.0
1737122116.557096,1142309,6347.0
1737122123.3017654,1142341,6347.0
1737122259.1356008,1142989,6353.0
1737122340.9632952,1143370,6357.0
1737122541.978601,1144308,6367.0
1737122588.2350817,1144530,6367.0
1737122656.0618694,1144842,6374.0
1737122715.1773074,1145128,6375.0
1737122730.9816658,1145203,6375.0
1737122736.9582546,1145232,6375.0
1737122751.4713843,1145296,6377.0
1737122752.9607735,1145304,6377.0
1737122840.289345,1145712,6381.0
1737122841.8338215,1145719,6381.0
1737122918.5616345,1146080,6384.0
1737123066.359467,1146799,6390.0
1737123071.5223296,1146823,6390.0
1737123121.07979,1147061,6391.0
1737123124.7920375,1147079,6391.0
1737123207.3712983,1147473,6392.0
1737123219.658585,1147533,6392.0
1737123270.104075,1147778,6392.0
1737123285.1278648,1147851,6392.0
1737123375.270187,1148275,6394.0
1737123425.2600007,1148512,6394.0
1737123436.125283,1148566,6396.0
1737123448.1421354,1148624,6396.0
1737123457.8239255,1148670,6396.0
1737123488.6492426,1148813,6399.0
1737123508.613749,1148906,6399.0
1737123696.542742,1149796,6407.0
1737123741.0161324,1150012,6409.0
1737123768.3016489,1150138,6411.0
1737123782.721439,1150207,6411.0
1737123848.7619727,1150528,6414.0
1737123883.1027648,1150688,6417.0
1737123886.1056032,1150703,6417.0
1737123892.8458478,1150734,6418.0
1737123915.973013,1150846,6418.0
1737123963.2816808,1151070,6419.0
1737124081.6751742,1151628,6426.0
1737124168.2005875,1152047,6433.0
1737124199.1059036,1152187,6435.0
1737124393.8521812,1153114,6439.0
1737124419.0234537,1153235,6439.0
1737124638.5356922,1154277,6451.0
1737124670.7434485,1154436,6453.0
1737124721.9191983,1154684,6453.0
1737124972.1606767,1155878,6461.0
1737125017.9924114,1156094,6463.0
1737125029.26192,1156150,6463.0
1737125106.0912497,1156526,6464.0
1737125166.0484273,1156811,6466.0
1737125182.9993994,1156887,6468.0
1737125191.2721107,1156926,6468.0
1737125216.6723003,1157049,6469.0
1737125275.7757146,1157336,6469.0
1737125321.3398185,1157556,6473.0
1737125321.5071409,1157557,6473.0
1737125365.1604311,1157767,6476.0
1737125379.9198036,1157838,6476.0
1737125418.1438377,1158010,6479.0
1737125481.1555681,1158308,6482.0
1737125587.1172667,1158814,6486.0
1737125604.9342358,1158900,6486.0
1737125712.8056266,1159408,6489.0
1737125791.3502963,1159772,6491.0
1737125836.178142,1159985,6491.0
1737125844.775912,1160026,6491.0
1737126078.0924,1161102,6496.0
1737126168.8559644,1161520,6499.0
1737126190.55098,1161621,6499.0
1737126229.4337685,1161803,6499.0
1737126305.690313,1162140,6500.0
1737126335.382914,1162267,6502.0
1737126339.6381872,1162285,6502.0
1737126359.5031378,1162361,6503.0
1737126441.527513,1162683,6506.0
1737126618.427222,1163462,6512.0
1737126687.4055948,1163747,6516.0
1737126844.4345655,1164457,6522.0
1737126853.9077737,1164500,6522.0
1737126885.9094815,1164633,6523.0
1737126908.896144,1164729,6524.0
1737126978.41115,1165032,6525.0
1737126986.2416625,1165067,6525.0
1737126990.9823656,1165089,6525.0
1737126994.1164112,1165103,6525.0
1737127018.650972,1165215,6525.0
1737127020.257099,1165222,6525.0
1737127031.3287237,1165272,6525.0
1737127036.0204878,1165293,6525.0
1737127106.693454,1165577,6527.0
1737127330.4666846,1166484,6536.0
1737127399.6696706,1166797,6539.0
1737127426.1337297,1166908,6540.0
1737127502.1987753,1167249,6541.0
1737127523.653016,1167342,6541.0
1737127584.5674946,1167608,6544.0
1737127648.6847227,1167885,6546.0
1737127719.735053,1168198,6551.0
1737127764.082677,1168392,6556.0
1737127776.7918627,1168450,6556.0
1737127977.1794868,1169319,6565.0
1737128027.9000986,1169544,6568.0
1737128049.853926,1169638,6568.0
1737128162.1180296,1170139,6571.0
1737128167.6996253,1170164,6571.0
1737128281.438938,1170653,6579.0
1737128300.5683374,1170738,6579.0
1737128308.7024784,1170773,6581.0
1737128319.8843875,1170824,6583.0
1737128371.2787542,1171040,6586.0
1737128466.3423584,1171390,6588.0
1737128554.892432,1171787,6589.0
1737128568.504379,1171852,6589.0
1737128592.418613,1171962,6590.0
1737128691.723429,1172405,6597.0
1737128745.1452692,1172654,6601.0
1737128825.3213253,1173024,6607.0
1737128948.201967,1173599,6611.0
1737128973.3077488,1173720,6611.0
1737128986.2024388,1173782,6612.0
1737129014.9096174,1173920,6614.0
1737129218.0678165,1174852,6620.0
1737129372.5403926,1175574,6623.0
1737129410.7606282,1175750,6629.0
1737129442.544673,1175895,6631.0
1737129465.052053,1176003,6631.0
1737129482.9940808,1176089,6631.0
1737129507.2594676,1176203,6632.0
1737129567.395856,1176481,6635.0
1737129587.398291,1176579,6637.0
1737129590.45562,1176593,6637.0
1737129601.8282166,1176648,6637.0
1737129626.3958092,1176758,6638.0
1737129642.8951807,1176836,6638.0
1737129776.5801716,1177472,6645.0
1737129779.6663823,1177486,6646.0
1737129789.508548,1177532,6646.0
1737129859.6558902,1177854,6649.0
1737129862.7642384,1177867,6650.0
1737129891.9265144,1177991,6650.0
1737129962.3600128,1178287,6650.0
1737129967.935271,1178312,6650.0
1737130002.226755,1178465,6650.0
1737130048.1278696,1178677,6652.0
1737130082.571008,1178836,6653.0
1737130134.0387957,1179077,6654.0
1737130217.0064533,1179461,6656.0
1737130245.5484104,1179598,6657.0
1737130279.5544136,1179761,6658.0
1737130280.2941866,1179764,6658.0
1737130330.1856472,1179995,6660.0
1737130393.204844,1180300,6661.0
1737130410.9202313,1180386,6661.0
1737130453.2690094,1180581,6663.0
1737130463.900334,1180633,6663.0
1737130579.7587554,1181164,6666.0
1737130603.6567488,1181269,6666.0
1737130652.2936294,1181469,6666.0
1737130691.0012124,1181651,6666.0
1737130861.8507211,1182434,6677.0
1737130868.321976,1182466,6677.0
1737130908.0397336,1182657,6679.0
1737131014.934894,1183161,6684.0
1737131041.8545747,1183290,6684.0
1737131145.3044212,1183763,6688.0
1737131230.385863,1184176,6691.0
1737131281.5704541,1184423,6692.0
1737131307.8561523,1184553,6693.0
1737131449.396971,1185074,6697.0
1737131456.9897966,1185102,6697.0
1737131477.70698,1185199,6698.0
1737131500.4673338,1185307,6699.0
1737131530.9457138,1185448,6701.0
1737131564.6119487,1185609,6701.0
1737131570.587247,1185638,6701.0
1737131591.9606557,1185739,6701.0
1737131682.0732253,1186164,6706.0
1737131693.7749338,1186220,6707.0
1737131740.2231,1186442,6709.0
1737131752.960706,1186504,6710.0
1737131816.9513817,1186814,6712.0
1737131823.79822,1186847,6712.0
1737131990.2702718,1187588,6719.0
1737132030.2735462,1187776,6720.0
1737132303.783514,1188946,6731.0
1737132441.6460466,1189476,6736.0
1737132489.158367,1189652,6739.0
1737132536.8094282,1189858,6739.0
1737132548.6715486,1189899,6742.0
1737132565.1765282,1189966,6742.0
1737132586.0943835,1190056,6747.0
1737132681.8347228,1190437,6749.0
1737132735.7463531,1190669,6751.0
1737132796.0568228,1190935,6752.0
1737132802.2598565,1190966,6752.0
1737132828.1872246,1191101,6753.0
1737132882.119657,1191378,6754.0
1737132885.4485073,1191396,6754.0
1737132896.3556633,1191455,6755.0
1737132909.1525552,1191522,6756.0
1737132940.629876,1191646,6759.0
1737132950.163874,1191689,6759.0
1737132983.9706533,1191809,6760.0
1737132989.2326555,1191835,6760.0
1737133001.380864,1191881,6760.0
1737133102.1010783,1192272,6764.0
1737133117.8862724,1192324,6766.0
1737133123.2927547,1192352,6766.0
1737133161.2978365,1192534,6766.0
1737133165.193468,1192553,6766.0
1737133177.8766713,1192616,6768.0
1737133208.2477388,1192749,6770.0
1737133306.2852244,1193216,6772.0
1737133346.2825627,1193411,6772.0
1737133401.780298,1193696,6774.0
1737133416.1130588,1193773,6774.0
1737133449.6357303,1193942,6777.0
1737133644.2912605,1194931,6789.0
1737133731.0079691,1195410,6792.0
1737133737.9705873,1195448,6792.0
1737133830.704728,1195969,6795.0
1737133847.7943513,1196063,6795.0
1737134028.91898,1197044,6803.0
1737134154.2359943,1197731,6809.0
1737134419.892191,1199182,6816.0
1737134477.966105,1199493,6820.0
